scene_name,tile,platform,sensing_date,processing_baseline,product_uuid,esa_flag,failed_indicator,expected_reject,sensor_quality,geometric_quality,general_quality,format_correctness,radiometric_quality,degraded_anc_pct,degraded_msi_pct,nodata_pct,saturated_defective_pct,cloud_cover_pct,mask_defective_px,mask_nodata_px,mask_lost_packet_px,mask_saturated_px,source
S2B_MSIL1C_20250117T101249_N0511_R022_T32SPF_20250117T152434.SAFE,T32SPF,SENTINEL-2,2025-01-17T10:12:49.024000Z,,94e88c43-80fb-4a24-9235-ecc9b18faf36,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,100.0,,,,,ESA_OLQC
S2A_MSIL1C_20250119T100331_N0511_R122_T32SPF_20250119T105423.SAFE,T32SPF,SENTINEL-2,2025-01-19T10:03:31.024000Z,,7d3061fa-33a0-468e-88c8-5e8c7b88a009,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,5.440831317746,,,,,ESA_OLQC
S2C_MSIL1C_20250122T101351_N0511_R022_T32SPF_20250122T122759.SAFE,T32SPF,SENTINEL-2,2025-01-22T10:13:51.025000Z,,a3a12e5f-4afa-4fb8-882c-8cdc69dc0506,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,84.677938329422,,,,,ESA_OLQC
S2B_MSIL1C_20250124T100219_N0511_R122_T32SPF_20250124T133546.SAFE,T32SPF,SENTINEL-2,2025-01-24T10:02:19.024000Z,,f6af43d3-a58d-4b55-ac9a-de070bcd31aa,FAILED,general_quality,1,PASSED,PASSED,FAILED,PASSED,PASSED,0.0,0.0,,,0.069724387112,,,,,ESA_OLQC
S2B_MSIL1C_20250127T101209_N0511_R022_T32SPF_20250127T123932.SAFE,T32SPF,SENTINEL-2,2025-01-27T10:12:09.024000Z,,25395d0b-f278-4b9e-9fdf-6f7bcb2a0e9a,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,100.0,,,,,ESA_OLQC
S2C_MSIL1C_20250201T101301_N0511_R022_T32SPF_20250201T122728.SAFE,T32SPF,SENTINEL-2,2025-02-01T10:13:01.025000Z,,c4871193-aeff-48ed-96a5-569f9de46cb1,FAILED,geometric_quality,1,PASSED,FAILED,PASSED,PASSED,PASSED,0.0,0.0,,,99.996517555538,,,,,ESA_OLQC
S2B_MSIL1C_20250203T100129_N0511_R122_T32SPF_20250203T115506.SAFE,T32SPF,SENTINEL-2,2025-02-03T10:01:29.024000Z,,e3a8d91b-c756-44ac-a8d7-c478c6eb39f6,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,59.843470990474,,,,,ESA_OLQC
S2B_MSIL1C_20250206T101109_N0511_R022_T32SPF_20250206T134426.SAFE,T32SPF,SENTINEL-2,2025-02-06T10:11:09.025000Z,,6a0e19f1-469f-4ece-baae-1a4d92607b32,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,57.292671335763,,,,,ESA_OLQC
S2C_MSIL1C_20250208T100221_N0511_R122_T32SPF_20250208T121420.SAFE,T32SPF,SENTINEL-2,2025-02-08T10:02:21.025000Z,,01417c27-af4c-4220-934d-560cd42aafd9,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,31.83239272597,,,,,ESA_OLQC
S2C_MSIL1C_20250211T101201_N0511_R022_T32SPF_20250211T122750.SAFE,T32SPF,SENTINEL-2,2025-02-11T10:12:01.025000Z,,55916c21-30f5-4da9-acc8-f43800c6479e,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,57.473167935285,,,,,ESA_OLQC
S2B_MSIL1C_20250213T100029_N0511_R122_T32SPF_20250213T122736.SAFE,T32SPF,SENTINEL-2,2025-02-13T10:00:29.024000Z,,0382e09b-4959-4a95-b27e-fe781e112e7b,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,99.459016393443,,,,,ESA_OLQC
S2B_MSIL1C_20250216T101029_N0511_R022_T32SPF_20250216T123120.SAFE,T32SPF,SENTINEL-2,2025-02-16T10:10:29.024000Z,,fcf946be-d705-4c8a-ba93-976de1e5d99d,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2C_MSIL1C_20250218T100111_N0511_R122_T32SPF_20250218T133855.SAFE,T32SPF,SENTINEL-2,2025-02-18T10:01:11.025000Z,,3b2d8047-5c3e-46be-a5a6-c0a2b1ebb0e5,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,9.72864009924,,,,,ESA_OLQC
S2C_MSIL1C_20250218T100111_N0511_R122_T32SPF_20250218T121443.SAFE,T32SPF,SENTINEL-2,2025-02-18T10:01:11.025000Z,,55af5b1f-1049-4890-a8d4-e5f50a344249,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,15.102078215792,,,,,ESA_OLQC
S2C_MSIL1C_20250221T101051_N0511_R022_T32SPF_20250221T152956.SAFE,T32SPF,SENTINEL-2,2025-02-21T10:10:51.025000Z,,d470f202-a4b7-49d6-9e67-ff9e4547c85d,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,10.36885365708,,,,,ESA_OLQC
S2B_MSIL1C_20250223T100029_N0511_R122_T32SPF_20250223T133438.SAFE,T32SPF,SENTINEL-2,2025-02-23T10:00:29.024000Z,,fdaa8092-a233-43de-8f6d-39ed042de227,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,81.06602167876,,,,,ESA_OLQC
S2B_MSIL1C_20250226T100909_N0511_R022_T32SPF_20250226T120532.SAFE,T32SPF,SENTINEL-2,2025-02-26T10:09:09.024000Z,,429d83f1-87df-4d3c-bf1a-dbc5d81a7921,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,99.997339279158,,,,,ESA_OLQC
S2C_MSIL1C_20250228T100051_N0511_R122_T32SPF_20250228T134113.SAFE,T32SPF,SENTINEL-2,2025-02-28T10:00:51.025000Z,,29267b53-3e44-482b-95c6-c85ffd331493,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,91.287766132163,,,,,ESA_OLQC
S2C_MSIL1C_20250303T100951_N0511_R022_T32SPF_20250303T135017.SAFE,T32SPF,SENTINEL-2,2025-03-03T10:09:51.025000Z,,13c3387f-6722-469f-9d29-39258bb68a66,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,19.318375312717,,,,,ESA_OLQC
S2C_MSIL1C_20250303T100951_N0511_R022_T32SPF_20250303T142650.SAFE,T32SPF,SENTINEL-2,2025-03-03T10:09:51.025000Z,,1d3224d2-bee3-470d-8a7e-b405787baab6,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,14.493802491243,,,,,ESA_OLQC
S2B_MSIL1C_20250305T100029_N0511_R122_T32SPF_20250305T122546.SAFE,T32SPF,SENTINEL-2,2025-03-05T10:00:29.024000Z,,8ca6c403-f4af-405e-a285-d5e772cc3b67,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,29.054614948192,,,,,ESA_OLQC
S2B_MSIL1C_20250308T100749_N0511_R022_T32SPF_20250308T120511.SAFE,T32SPF,SENTINEL-2,2025-03-08T10:07:49.024000Z,,3b855421-9a44-4662-8c07-694322ef2403,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,11.039701154715,,,,,ESA_OLQC
S2C_MSIL1C_20250310T100051_N0511_R122_T32SPF_20250310T134532.SAFE,T32SPF,SENTINEL-2,2025-03-10T10:00:51.025000Z,,db1ce8dd-ce0a-415e-88c1-df6609d876d8,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,19.915823106094,,,,,ESA_OLQC
S2C_MSIL1C_20250313T100831_N0511_R022_T32SPF_20250313T142455.SAFE,T32SPF,SENTINEL-2,2025-03-13T10:08:31.025000Z,,7b53e153-4f3d-44fe-927e-427413afb0f2,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,98.819659009677,,,,,ESA_OLQC
S2B_MSIL1C_20250315T100029_N0511_R122_T32SPF_20250315T133522.SAFE,T32SPF,SENTINEL-2,2025-03-15T10:00:29.024000Z,,70c38fd2-68fa-4946-871f-8e18c716362d,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,8.872853772881,,,,,ESA_OLQC
S2A_MSIL1C_20250315T101041_N0511_R022_T32SPF_20250315T135916.SAFE,T32SPF,SENTINEL-2,2025-03-15T10:10:41.024000Z,,68383a61-a337-409f-be01-c6bdffc4003c,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2B_MSIL1C_20250318T100639_N0511_R022_T32SPF_20250318T134421.SAFE,T32SPF,SENTINEL-2,2025-03-18T10:06:39.024000Z,,165846ca-dc33-4767-bd95-b6e943abfcf6,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.732395037726,,,,,ESA_OLQC
S2C_MSIL1C_20250320T100051_N0511_R122_T32SPF_20250320T134551.SAFE,T32SPF,SENTINEL-2,2025-03-20T10:00:51.025000Z,,0ecae75e-1cdf-46b8-95cf-ca9234e46105,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,10.831855236048,,,,,ESA_OLQC
S2A_MSIL1C_20250322T100041_N0511_R122_T32SPF_20250322T134158.SAFE,T32SPF,SENTINEL-2,2025-03-22T10:00:41.024000Z,,c3c20c4b-e57e-46ba-80e8-e23e7d2db0ac,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,4.861954671683,,,,,ESA_OLQC
S2C_MSIL1C_20250323T100711_N0511_R022_T32SPF_20250323T142452.SAFE,T32SPF,SENTINEL-2,2025-03-23T10:07:11.025000Z,,1edd8785-2800-49ac-a307-2f84e4808336,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,20.752260018733,,,,,ESA_OLQC
S2B_MSIL1C_20250325T100029_N0511_R122_T32SPF_20250325T133450.SAFE,T32SPF,SENTINEL-2,2025-03-25T10:00:29.024000Z,,ceaaa8b7-70db-4759-bb95-c69c17f55ced,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,14.462778822897,,,,,ESA_OLQC
S2A_MSIL1C_20250325T100701_N0511_R022_T32SPF_20250325T135043.SAFE,T32SPF,SENTINEL-2,2025-03-25T10:07:01.024000Z,,12b9d14e-dacb-431e-90af-cb88f769b521,FAILED,general_quality,1,PASSED,PASSED,FAILED,PASSED,PASSED,0.0,0.0,,,23.891106935,,,,,ESA_OLQC
S2B_MSIL1C_20250328T100559_N0511_R022_T32SPF_20250328T123540.SAFE,T32SPF,SENTINEL-2,2025-03-28T10:05:59.024000Z,,69142e8c-25eb-4d7d-8a0f-cf31a45307ee,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,41.667147057128,,,,,ESA_OLQC
S2C_MSIL1C_20250330T100051_N0511_R122_T32SPF_20250330T141746.SAFE,T32SPF,SENTINEL-2,2025-03-30T10:00:51.025000Z,,cf739130-ceee-4e19-aec3-06dac4afeb16,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,34.589357699543,,,,,ESA_OLQC
S2A_MSIL1C_20250401T100041_N0511_R122_T32SPF_20250401T165650.SAFE,T32SPF,SENTINEL-2,2025-04-01T10:00:41.024000Z,,20deafe3-b30c-4120-953a-a317a4da9969,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,15.636417928275,,,,,ESA_OLQC
S2C_MSIL1C_20250402T101051_N0511_R022_T32SPF_20250402T142532.SAFE,T32SPF,SENTINEL-2,2025-04-02T10:10:51.025000Z,,832a3173-aa57-4351-a69a-97e903f170b4,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,82.094951261813,,,,,ESA_OLQC
S2B_MSIL1C_20250404T100029_N0511_R122_T32SPF_20250404T122558.SAFE,T32SPF,SENTINEL-2,2025-04-04T10:00:29.025000Z,,c8f1d6c3-6208-4d1b-ba48-2e784bc04621,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,4.568783779749,,,,,ESA_OLQC
S2A_MSIL1C_20250404T101041_N0511_R022_T32SPF_20250404T170754.SAFE,T32SPF,SENTINEL-2,2025-04-04T10:10:41.024000Z,,3e41474c-1030-482a-a1c0-5bf057c8ca0e,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2B_MSIL1C_20250407T100559_N0511_R022_T32SPF_20250407T134740.SAFE,T32SPF,SENTINEL-2,2025-04-07T10:05:59.024000Z,,20223a3d-7b5f-4709-8376-e7b485542903,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,7.915565908147,,,,,ESA_OLQC
S2C_MSIL1C_20250409T100051_N0511_R122_T32SPF_20250409T141536.SAFE,T32SPF,SENTINEL-2,2025-04-09T10:00:51.025000Z,,ac2afb55-84bf-4309-a681-1b7bdd259542,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,74.323300188121,,,,,ESA_OLQC
