scene_name,tile,platform,sensing_date,processing_baseline,product_uuid,esa_flag,failed_indicator,expected_reject,sensor_quality,geometric_quality,general_quality,format_correctness,radiometric_quality,degraded_anc_pct,degraded_msi_pct,nodata_pct,saturated_defective_pct,cloud_cover_pct,mask_defective_px,mask_nodata_px,mask_lost_packet_px,mask_saturated_px,source
S2A_MSIL1C_20240706T100601_N0510_R022_T32SPF_20240706T134953.SAFE,T32SPF,SENTINEL-2,2024-07-06T10:06:01.024000Z,,9d3a62ac-2252-4a95-8351-038cf1740f4c,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2B_MSIL1C_20240708T095549_N0510_R122_T32SPF_20240708T123334.SAFE,T32SPF,SENTINEL-2,2024-07-08T09:55:49.024000Z,,d5b101c6-fbea-40af-ab25-83b7891bc484,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,34.060109289618,,,,,ESA_OLQC
S2B_MSIL1C_20240711T100559_N0510_R022_T32SPF_20240711T153117.SAFE,T32SPF,SENTINEL-2,2024-07-11T10:05:59.024000Z,,d695b22e-585f-4ecc-ab81-c30d6e09fbb3,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20240713T100031_N0510_R122_T32SPF_20240713T134128.SAFE,T32SPF,SENTINEL-2,2024-07-13T10:00:31.024000Z,,47ecbadb-258f-4fe7-8d58-98a056c71dde,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20240716T100601_N0510_R022_T32SPF_20240716T135119.SAFE,T32SPF,SENTINEL-2,2024-07-16T10:06:01.024000Z,,407a1a03-edef-4b03-866c-d676b35ef22f,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2B_MSIL1C_20240718T095549_N0510_R122_T32SPF_20240718T120016.SAFE,T32SPF,SENTINEL-2,2024-07-18T09:55:49.024000Z,,2e2b5d28-0865-4bc1-ac40-91ffafb06754,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2B_MSIL1C_20240721T100559_N0510_R022_T32SPF_20240721T121133.SAFE,T32SPF,SENTINEL-2,2024-07-21T10:05:59.024000Z,,7dc5bfd9-4fde-445f-81ab-f799247d8f49,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20240723T100031_N0511_R122_T32SPF_20240723T134202.SAFE,T32SPF,SENTINEL-2,2024-07-23T10:00:31.024000Z,,1b6db73e-aed1-4b31-938f-3afb83224a5a,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,2.619039087462,,,,,ESA_OLQC
S2A_MSIL1C_20240726T100601_N0511_R022_T32SPF_20240726T171032.SAFE,T32SPF,SENTINEL-2,2024-07-26T10:06:01.024000Z,,c35b9de4-7f22-4fc1-9e1e-b620ca61e9ff,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2B_MSIL1C_20240728T095549_N0511_R122_T32SPF_20240728T120308.SAFE,T32SPF,SENTINEL-2,2024-07-28T09:55:49.024000Z,,a29c7db6-558a-4264-8119-57f4d950d256,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2B_MSIL1C_20240731T100559_N0511_R022_T32SPF_20240731T120937.SAFE,T32SPF,SENTINEL-2,2024-07-31T10:05:59.024000Z,,5142db99-bd27-4ba6-ad69-f164ea751096,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20240805T100601_N0511_R022_T32SPF_20240805T153012.SAFE,T32SPF,SENTINEL-2,2024-08-05T10:06:01.024000Z,,28a4b383-4f18-4f6e-ae09-9242b86e6c9b,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,3.530680880767,,,,,ESA_OLQC
S2B_MSIL1C_20240807T095549_N0511_R122_T32SPF_20240807T123510.SAFE,T32SPF,SENTINEL-2,2024-08-07T09:55:49.024000Z,,8dad695b-9bd0-46c9-828f-1ea8f44daa09,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.39538355878,,,,,ESA_OLQC
S2B_MSIL1C_20240810T100559_N0511_R022_T32SPF_20240810T124659.SAFE,T32SPF,SENTINEL-2,2024-08-10T10:05:59.024000Z,,0cea1748-e71a-483c-962c-fde644adda59,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20240812T100031_N0511_R122_T32SPF_20240812T134118.SAFE,T32SPF,SENTINEL-2,2024-08-12T10:00:31.024000Z,,077de159-2167-4662-b1e2-66ebc38fc4b7,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20240815T100551_N0511_R022_T32SPF_20240815T135116.SAFE,T32SPF,SENTINEL-2,2024-08-15T10:05:51.024000Z,,0ae3cbc3-2f40-497c-bda2-3c0f5ecc68f6,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,46.668520310092,,,,,ESA_OLQC
S2B_MSIL1C_20240817T095549_N0511_R122_T32SPF_20240817T122306.SAFE,T32SPF,SENTINEL-2,2024-08-17T09:55:49.024000Z,,87dcbd22-ea8e-482e-97ae-19ac98da2c51,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,43.824628982651,,,,,ESA_OLQC
S2B_MSIL1C_20240820T100559_N0511_R022_T32SPF_20240820T135209.SAFE,T32SPF,SENTINEL-2,2024-08-20T10:05:59.024000Z,,5d634d00-69f6-4f7c-a564-5d5f9db0b856,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,20.31422733765,,,,,ESA_OLQC
S2A_MSIL1C_20240822T100021_N0511_R122_T32SPF_20240822T134447.SAFE,T32SPF,SENTINEL-2,2024-08-22T10:00:21.024000Z,,15a1edeb-de77-480e-a807-4dd87ad5185d,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,30.100271731016,,,,,ESA_OLQC
S2A_MSIL1C_20240825T100551_N0511_R022_T32SPF_20240825T135210.SAFE,T32SPF,SENTINEL-2,2024-08-25T10:05:51.024000Z,,3bbae952-9818-482b-83ae-fc9f2096823b,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20240825T100551_N0511_R022_T32SPF_20240825T153039.SAFE,T32SPF,SENTINEL-2,2024-08-25T10:05:51.024000Z,,aca03c90-078a-44f8-b3cc-3c80667ffc5c,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2B_MSIL1C_20240827T095549_N0511_R122_T32SPF_20240827T124010.SAFE,T32SPF,SENTINEL-2,2024-08-27T09:55:49.024000Z,,e82e35dc-a879-4e54-b205-eea8e3c3ea25,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.029293200752,,,,,ESA_OLQC
S2B_MSIL1C_20240830T100559_N0511_R022_T32SPF_20240830T135805.SAFE,T32SPF,SENTINEL-2,2024-08-30T10:05:59.024000Z,,4af0e7ae-0fa4-4599-917f-a4b5fc720c09,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.888622975702,,,,,ESA_OLQC
S2A_MSIL1C_20240904T100551_N0511_R022_T32SPF_20240904T153022.SAFE,T32SPF,SENTINEL-2,2024-09-04T10:05:51.025000Z,,caf5340f-ad99-40d8-9654-5e0f54f0639a,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,27.043086407127,,,,,ESA_OLQC
S2B_MSIL1C_20240906T095549_N0511_R122_T32SPF_20240906T152044.SAFE,T32SPF,SENTINEL-2,2024-09-06T09:55:49.024000Z,,3620693e-33ff-4301-a3bd-6177ba9b7769,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.008241512138,,,,,ESA_OLQC
S2B_MSIL1C_20240909T100559_N0511_R022_T32SPF_20240909T124756.SAFE,T32SPF,SENTINEL-2,2024-09-09T10:05:59.024000Z,,07349e83-9c06-4548-8e20-704f3c5c1601,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,40.737983532193,,,,,ESA_OLQC
S2A_MSIL1C_20240911T100021_N0511_R122_T32SPF_20240911T123232.SAFE,T32SPF,SENTINEL-2,2024-09-11T10:00:21.024000Z,,af8dce2a-090b-415a-941a-f0f099d88022,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,23.250828630296,,,,,ESA_OLQC
S2A_MSIL1C_20240914T100631_N0511_R022_T32SPF_20240914T135115.SAFE,T32SPF,SENTINEL-2,2024-09-14T10:06:31.024000Z,,ab03dfa9-015c-4697-ac27-b52e9911ddaf,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,13.310078617466,,,,,ESA_OLQC
S2B_MSIL1C_20240916T100029_N0511_R122_T32SPF_20240916T134031.SAFE,T32SPF,SENTINEL-2,2024-09-16T10:00:29.024000Z,,3c7f5331-5ca5-47d6-a252-165ff0ab5594,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,12.475290393861,,,,,ESA_OLQC
S2B_MSIL1C_20240919T101019_N0511_R022_T32SPF_20240919T153011.SAFE,T32SPF,SENTINEL-2,2024-09-19T10:10:19.025000Z,,8bc46e07-ff7c-42b3-80b7-5f963149981f,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,99.971311408371,,,,,ESA_OLQC
S2A_MSIL1C_20240921T100031_N0511_R122_T32SPF_20240921T120138.SAFE,T32SPF,SENTINEL-2,2024-09-21T10:00:31.024000Z,,800ec1aa-a6b8-4d32-b415-e14aa797fcc7,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,22.689300964496,,,,,ESA_OLQC
S2A_MSIL1C_20240924T100741_N0511_R022_T32SPF_20240924T121137.SAFE,T32SPF,SENTINEL-2,2024-09-24T10:07:41.024000Z,,62920b53-d368-4c3a-a8a2-ce6bb2a4ca71,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,4.328469220568,,,,,ESA_OLQC
S2B_MSIL1C_20240926T100029_N0511_R122_T32SPF_20240926T123754.SAFE,T32SPF,SENTINEL-2,2024-09-26T10:00:29.024000Z,,059f1a40-9300-4bc5-8981-664743e5f5b4,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.077786735943,,,,,ESA_OLQC
S2B_MSIL1C_20240929T100719_N0511_R022_T32SPF_20240929T124821.SAFE,T32SPF,SENTINEL-2,2024-09-29T10:07:19.024000Z,,e8342e29-8e71-4753-b9bf-a7fd6a0ce72a,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20241001T100031_N0511_R122_T32SPF_20241001T120155.SAFE,T32SPF,SENTINEL-2,2024-10-01T10:00:31.024000Z,,60f9c9f0-532e-46d0-9f16-d56ac074af49,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20241004T100851_N0511_R022_T32SPF_20241004T121431.SAFE,T32SPF,SENTINEL-2,2024-10-04T10:08:51.024000Z,,8801cd7b-b027-43cc-ac1c-ede4b2f085ba,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,2.411553362392,,,,,ESA_OLQC
S2B_MSIL1C_20241006T100029_N0511_R122_T32SPF_20241006T123445.SAFE,T32SPF,SENTINEL-2,2024-10-06T10:00:29.024000Z,,180ae1ca-b3dd-4a2d-b77b-804637529674,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,3.007465137806,,,,,ESA_OLQC
S2B_MSIL1C_20241009T100829_N0511_R022_T32SPF_20241009T124639.SAFE,T32SPF,SENTINEL-2,2024-10-09T10:08:29.024000Z,,5aace30c-f8f7-4aa1-b295-f6f21428e2a1,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,2.540669382037,,,,,ESA_OLQC
S2A_MSIL1C_20241011T100021_N0511_R122_T32SPF_20241011T120030.SAFE,T32SPF,SENTINEL-2,2024-10-11T10:00:21.025000Z,,06ebb5bd-1ce1-4266-9672-9f772da81c8c,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,65.321926602765,,,,,ESA_OLQC
S2A_MSIL1C_20241014T101021_N0511_R022_T32SPF_20241014T121219.SAFE,T32SPF,SENTINEL-2,2024-10-14T10:10:21.024000Z,,c394bd7b-1404-44e2-beb1-4a499d8f3d76,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,8.526448971903,,,,,ESA_OLQC
S2B_MSIL1C_20241016T100029_N0511_R122_T32SPF_20241016T151956.SAFE,T32SPF,SENTINEL-2,2024-10-16T10:00:29.024000Z,,ac4554a2-d60f-4da4-9d25-81434a993227,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,81.725491952582,,,,,ESA_OLQC
S2B_MSIL1C_20241019T100939_N0511_R022_T32SPF_20241019T123510.SAFE,T32SPF,SENTINEL-2,2024-10-19T10:09:39.024000Z,,4a195cb0-5fc9-4c22-a354-ac832d20a9a5,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,55.128302647189,,,,,ESA_OLQC
S2A_MSIL1C_20241021T100041_N0511_R122_T32SPF_20241021T120158.SAFE,T32SPF,SENTINEL-2,2024-10-21T10:00:41.024000Z,,12e16733-d72f-49f0-a631-baa2186301b6,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,30.710916095008,,,,,ESA_OLQC
S2A_MSIL1C_20241021T100041_N0511_R122_T32SPF_20241021T105114.SAFE,T32SPF,SENTINEL-2,2024-10-21T10:00:41.024000Z,,27d70c8d-cdf3-40df-9b98-634c4994d8f4,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,23.674370688883,,,,,ESA_OLQC
S2A_MSIL1C_20241024T101101_N0511_R022_T32SPF_20241024T121343.SAFE,T32SPF,SENTINEL-2,2024-10-24T10:11:01.024000Z,,a84494ba-5ebf-4ee0-b45b-fbd78ab5c053,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,75.20740701993,,,,,ESA_OLQC
S2B_MSIL1C_20241026T100029_N0511_R122_T32SPF_20241026T122914.SAFE,T32SPF,SENTINEL-2,2024-10-26T10:00:29.024000Z,,acf91008-5bce-40f1-a140-011f7d6251aa,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,63.932992923049,,,,,ESA_OLQC
S2B_MSIL1C_20241029T101039_N0511_R022_T32SPF_20241029T121202.SAFE,T32SPF,SENTINEL-2,2024-10-29T10:10:39.024000Z,,f7cc06c4-a8f2-47d9-9217-ea2cd4ede4d6,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,32.885193393751,,,,,ESA_OLQC
S2A_MSIL1C_20241031T100141_N0511_R122_T32SPF_20241031T120422.SAFE,T32SPF,SENTINEL-2,2024-10-31T10:01:41.024000Z,,d75593ea-c880-43d8-b6d7-639ef53241dc,FAILED,general_quality,1,PASSED,PASSED,FAILED,PASSED,PASSED,0.0,0.0,,,11.690764131506,,,,,ESA_OLQC
S2A_MSIL1C_20241103T101201_N0511_R022_T32SPF_20241103T121114.SAFE,T32SPF,SENTINEL-2,2024-11-03T10:12:01.024000Z,,6ede2db4-e478-4e6e-9901-10684eb5910b,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.389747731865,,,,,ESA_OLQC
S2B_MSIL1C_20241105T100109_N0511_R122_T32SPF_20241105T115945.SAFE,T32SPF,SENTINEL-2,2024-11-05T10:01:09.024000Z,,64fe0113-c032-4817-aa89-3d676c678e0a,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.520499268416,,,,,ESA_OLQC
S2B_MSIL1C_20241108T101129_N0511_R022_T32SPF_20241108T121214.SAFE,T32SPF,SENTINEL-2,2024-11-08T10:11:29.024000Z,,287c255c-2d6d-4175-ba35-b58c83c6589e,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,72.930877950631,,,,,ESA_OLQC
S2A_MSIL1C_20241110T100231_N0511_R122_T32SPF_20241110T105049.SAFE,T32SPF,SENTINEL-2,2024-11-10T10:02:31.024000Z,,1b87d392-b386-4dfc-8bab-604aa8178831,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,42.977455283824,,,,,ESA_OLQC
S2A_MSIL1C_20241113T101251_N0511_R022_T32SPF_20241113T121135.SAFE,T32SPF,SENTINEL-2,2024-11-13T10:12:51.024000Z,,b77730ab-8b01-430e-8eac-8d563a469fe2,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2B_MSIL1C_20241115T100159_N0511_R122_T32SPF_20241115T120232.SAFE,T32SPF,SENTINEL-2,2024-11-15T10:01:59.024000Z,,e4241ba1-67a2-4664-978f-595d23fe04a9,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,30.712831078862,,,,,ESA_OLQC
S2B_MSIL1C_20241118T101219_N0511_R022_T32SPF_20241118T121114.SAFE,T32SPF,SENTINEL-2,2024-11-18T10:12:19.024000Z,,c20dd545-07f5-4cb6-9b42-b3497142d38e,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,51.373540891197,,,,,ESA_OLQC
S2A_MSIL1C_20241120T100321_N0511_R122_T32SPF_20241120T120134.SAFE,T32SPF,SENTINEL-2,2024-11-20T10:03:21.024000Z,,3e15e2d9-7c36-471b-ab57-da38aed65711,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20241123T101341_N0511_R022_T32SPF_20241123T121131.SAFE,T32SPF,SENTINEL-2,2024-11-23T10:13:41.024000Z,,c1f37186-ebf9-4ece-b307-649929f95c46,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,6.557127140886,,,,,ESA_OLQC
S2B_MSIL1C_20241125T100249_N0511_R122_T32SPF_20241125T120151.SAFE,T32SPF,SENTINEL-2,2024-11-25T10:02:49.024000Z,,6b37f372-4c1a-4eec-9c93-97d9340fe7a5,FAILED,general_quality,1,PASSED,PASSED,FAILED,PASSED,PASSED,0.0,0.0,,,2.53934127624,,,,,ESA_OLQC
S2B_MSIL1C_20241128T101259_N0511_R022_T32SPF_20241128T105426.SAFE,T32SPF,SENTINEL-2,2024-11-28T10:12:59.024000Z,,e0c89144-8cfb-4851-9d19-f4cb49733cc3,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.453844676561,,,,,ESA_OLQC
S2A_MSIL1C_20241130T100351_N0511_R122_T32SPF_20241130T105050.SAFE,T32SPF,SENTINEL-2,2024-11-30T10:03:51.024000Z,,c4ba7c8d-a644-42e6-8e0d-77529fbc5c2c,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,27.745020753083,,,,,ESA_OLQC
S2A_MSIL1C_20241203T101411_N0511_R022_T32SPF_20241203T121004.SAFE,T32SPF,SENTINEL-2,2024-12-03T10:14:11.024000Z,,04b8760f-bf1f-49fe-af13-971745c17d3b,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,3.610527928204,,,,,ESA_OLQC
S2B_MSIL1C_20241205T100319_N0511_R122_T32SPF_20241205T115813.SAFE,T32SPF,SENTINEL-2,2024-12-05T10:03:19.024000Z,,a8a66cf3-8933-4aff-8e11-730dad2e993d,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,72.962315984353,,,,,ESA_OLQC
S2B_MSIL1C_20241208T101329_N0511_R022_T32SPF_20241208T123626.SAFE,T32SPF,SENTINEL-2,2024-12-08T10:13:29.024000Z,,ecf2bea5-5a66-49a3-91c8-d092550df55d,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,65.713901467078,,,,,ESA_OLQC
S2A_MSIL1C_20241210T100411_N0511_R122_T32SPF_20241210T105258.SAFE,T32SPF,SENTINEL-2,2024-12-10T10:04:11.024000Z,,cedf2706-4d9c-4c65-b7b4-34235639d2d0,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2C_MSIL1C_20241210T100441_N9905_R122_T32SPF_20241210T120009.SAFE,T32SPF,SENTINEL-2,2024-12-10T10:04:41.024000Z,,16db8e42-5e04-453d-bdaf-abb3191c0e03,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2C_MSIL1C_20241210T100441_N0511_R122_T32SPF_20260520T142112.SAFE,T32SPF,SENTINEL-2,2024-12-10T10:04:41.024000Z,,b0c4dfbe-00c1-471a-bfca-b906008bdf46,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20241213T101431_N0511_R022_T32SPF_20241213T121145.SAFE,T32SPF,SENTINEL-2,2024-12-13T10:14:31.024000Z,,0fb2d6c7-60a3-4c0f-9811-512893927e35,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,10.608875288096,,,,,ESA_OLQC
S2C_MSIL1C_20241213T101451_N9905_R022_T32SPF_20241213T121010.SAFE,T32SPF,SENTINEL-2,2024-12-13T10:14:51.025000Z,,2ea98ad5-ae0d-44b5-a3b8-b6101030ea31,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,11.219362197564,,,,,ESA_OLQC
S2C_MSIL1C_20241213T101451_N0511_R022_T32SPF_20260430T194031.SAFE,T32SPF,SENTINEL-2,2024-12-13T10:14:51.025000Z,,b8bb2d96-418b-4f56-b4ab-db0b70d265a4,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,10.678777270541,,,,,ESA_OLQC
S2B_MSIL1C_20241215T100329_N0511_R122_T32SPF_20241215T123747.SAFE,T32SPF,SENTINEL-2,2024-12-15T10:03:29.024000Z,,2a188c3f-0683-4f6d-841e-de36ad9bd443,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,77.027322404372,,,,,ESA_OLQC
S2B_MSIL1C_20241218T101339_N0511_R022_T32SPF_20241218T134644.SAFE,T32SPF,SENTINEL-2,2024-12-18T10:13:39.024000Z,,e72aae3a-3b04-4600-a735-d3817efd8338,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20241220T100431_N0511_R122_T32SPF_20241220T120159.SAFE,T32SPF,SENTINEL-2,2024-12-20T10:04:31.024000Z,,951a9c7f-f3ec-4b3d-a080-38b7ce83b29d,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,61.643196273403,,,,,ESA_OLQC
S2A_MSIL1C_20241223T101431_N0511_R022_T32SPF_20241223T110208.SAFE,T32SPF,SENTINEL-2,2024-12-23T10:14:31.024000Z,,0597d0de-9fed-4939-add9-84b9c9968926,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,12.944044103814,,,,,ESA_OLQC
S2A_MSIL1C_20241223T101431_N0511_R022_T32SPF_20241223T120836.SAFE,T32SPF,SENTINEL-2,2024-12-23T10:14:31.024000Z,,6e90da84-4a69-4a37-b4b9-b0ec114a01ec,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,35.599181961685,,,,,ESA_OLQC
S2B_MSIL1C_20241225T100339_N0511_R122_T32SPF_20241225T133533.SAFE,T32SPF,SENTINEL-2,2024-12-25T10:03:39.024000Z,,a4c11d4b-e2b9-4198-812b-86c153136046,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,80.762399593897,,,,,ESA_OLQC
S2B_MSIL1C_20241228T101339_N0511_R022_T32SPF_20241228T120532.SAFE,T32SPF,SENTINEL-2,2024-12-28T10:13:39.024000Z,,f70d39e4-252a-40ec-b7f2-0ae09a3e6cde,FAILED,general_quality,1,PASSED,PASSED,FAILED,PASSED,PASSED,0.0,0.0,,,2.480094783019,,,,,ESA_OLQC
S2A_MSIL1C_20241230T100421_N0511_R122_T32SPF_20241230T120144.SAFE,T32SPF,SENTINEL-2,2024-12-30T10:04:21.024000Z,,96df7cad-35d6-4042-a989-cc7814db429e,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,4.26480336827,,,,,ESA_OLQC
S2A_MSIL1C_20250102T101421_N0511_R022_T32SPF_20250102T120834.SAFE,T32SPF,SENTINEL-2,2025-01-02T10:14:21.024000Z,,fdae728e-8cc2-45c4-bac1-83f27d1c41b4,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,91.181254250348,,,,,ESA_OLQC
S2B_MSIL1C_20250104T100319_N0511_R122_T32SPF_20250104T122800.SAFE,T32SPF,SENTINEL-2,2025-01-04T10:03:19.024000Z,,625926c4-06c5-47f4-a682-a532d34a65ec,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,27.351817014542,,,,,ESA_OLQC
S2B_MSIL1C_20250107T101319_N0511_R022_T32SPF_20250107T123535.SAFE,T32SPF,SENTINEL-2,2025-01-07T10:13:19.024000Z,,78aa9516-d64c-48f9-bb79-e9415a5acbe7,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,0.0,,,,,ESA_OLQC
S2A_MSIL1C_20250109T100401_N0511_R122_T32SPF_20250109T105639.SAFE,T32SPF,SENTINEL-2,2025-01-09T10:04:01.024000Z,,17dcf44c-25e6-437b-bcb9-b159702113f0,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,24.943623279286,,,,,ESA_OLQC
S2A_MSIL1C_20250112T101401_N0511_R022_T32SPF_20250112T120812.SAFE,T32SPF,SENTINEL-2,2025-01-12T10:14:01.024000Z,,79bd5063-8f12-44e8-942b-ecbb1f4118ba,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,97.033725927223,,,,,ESA_OLQC
S2B_MSIL1C_20250114T100259_N0511_R122_T32SPF_20250114T122909.SAFE,T32SPF,SENTINEL-2,2025-01-14T10:02:59.024000Z,,e82af7aa-52ee-462d-8bc8-8314bb0d3ad6,PASSED,,0,PASSED,PASSED,PASSED,PASSED,PASSED,0.0,0.0,,,89.515124369196,,,,,ESA_OLQC
